Quote,Book,Word Count,Topic 1,Purpose,Topic_1_clean,Purpose_clean,word_count,char_count,norm_word_count,norm_char_count,is_short,is_medium,is_long,book
"there re many things we don t really know. it s an illusion that we know anything at all. if a group of aliens were to stop me and ask, say, bud, how many miles an hour does the earth spin at the equator? i d be in a fix. hell, i don t even know why wednesday follows tuesday. i d be an intergalactic joke",A Wild Sheep Chase,60,"uncertainty, knowledge, illusion","curiosity, wonder, humility, introspection","['uncertainty', 'knowledge', 'illusion']","['curiosity', 'wonder', 'humility', 'introspection']",66,305,0.22,0.1525,1,0,0,A Wild Sheep Chase
"have you ever tried really hard not to love somebody too much? why? it s simple, really. if i love her too much, it s painful. i can t take it. i don t think my heart can stand it, which is why i m trying not to fall in love with her. what are you doing, exactly, so that you don t love her too much? i ve tried all kinds of things, he said. but it all boils down to intentionally thinking negative thoughts about her as much as i can. i mentally list as many of her defects as i can come up with",Hombres sin mujeres,100,"love, emotional struggle, pain","heartache, self-preservation, vulnerability","['love', 'emotional struggle', 'pain']","['heartache', 'self-preservation', 'vulnerability']",107,496,0.3566666666666667,0.248,0,1,0,Hombres sin mujeres
"people lose fifty million skin cells every day. the cells get scraped off and turn into invisible dust, and disappear into the air. maybe we are nothing but skin cells as far as the world is concerned.",1Q84,37,"transience, insignificance, existence","contemplation, insignificance, introspection","['transience', 'insignificance', 'existence']","['contemplation', 'insignificance', 'introspection']",37,201,0.12333333333333334,0.1005,1,0,0,1Q84
"it seems as if, year after year, the world becomes a more difficult place to live.",Killing Commendatore,16,"difficulty, world, life","reflection, melancholy","['difficulty', 'world', 'life']","['reflection', 'melancholy']",16,82,0.05333333333333334,0.041,1,0,0,Killing Commendatore
"even if you dont acknowledge it, people die, and guys sleep with girls. thats just how it is.",Hear the Wind Sing,18,"mortality, relationships","acceptance, inevitability","['mortality', 'relationships']","['acceptance', 'inevitability']",18,93,0.06,0.0465,1,0,0,Hear the Wind Sing
"i just put my heart into it. thats the difference. its a question of attitude. if you really work at something, you can do it, up to a point. if you really work at being happy, you can do it, up to a point...anything more than that is luck.",Dance Dance Dance,49,"effort, happiness, luck","determination, limitation, hope","['effort', 'happiness', 'luck']","['determination', 'limitation', 'hope']",49,240,0.16333333333333333,0.12,1,0,0,Dance Dance Dance
"this was his favorite time of day, reading to his hearts content before going to sleep. when he tired of reading, he would fall asleep.",1Q84,25,"solitude, escapism, routine","comfort, tranquility, relaxation","['solitude', 'escapism', 'routine']","['comfort', 'tranquility', 'relaxation']",25,135,0.08333333333333333,0.0675,1,0,0,1Q84
i learned that realism can come in all shapes and sizes. the world is big enough for different values to coexist.,The Folklore of Our Times,21,"realism, diversity, values","acceptance, coexistence, understanding","['realism', 'diversity', 'values']","['acceptance', 'coexistence', 'understanding']",21,113,0.07,0.0565,1,0,0,The Folklore of Our Times
"when the time comes, everybody s got to end up where they belong. only me, i didn t have a place to call my own. it s like musical chairs.",Hear the Wind Sing,27,"belonging, displacement, uncertainty","melancholy, introspection, existentialism","['belonging', 'displacement', 'uncertainty']","['melancholy', 'introspection', 'existentialism']",30,138,0.1,0.069,1,0,0,Hear the Wind Sing
"all of us, more or less, wear masks. because without masks we can t survive in this violent world. beneath an evil-spirit mask lies the natural face of an angel, beneath an angel s mask lies the face of an evil spirit. it s impossible to have just one or the other. that s who we are. and that s carnaval. schumann was able to see the many faces of humanity",First Person Singular: Stories,66,"masks, duality, identity","introspection, revelation, complexity","['masks', 'duality', 'identity']","['introspection', 'revelation', 'complexity']",71,357,0.23666666666666666,0.1785,1,0,0,First Person Singular: Stories
what a terrible thing it is to wound someone you really care for--and to do it so unconsciously.,Norwegian Wood,18,"unconscious, wound, care, terrible","regret, realization, empathy, introspection","['unconscious', 'wound', 'care', 'terrible']","['regret', 'realization', 'empathy', 'introspection']",18,96,0.06,0.048,1,0,0,Norwegian Wood
"ayumi had a great emptiness inside her, like a desert at the edge of the earth. you could try watering it all you wanted, but everything would be sucked down to the bottom of the world, leaving no trace of moisture. no life could take route there. not even birds would fly over it. what had created such a wasteland inside ayumi, only she herself knew. no, maybe not even ayumi knew the true cause. but one of the biggest factors had to be twisted sexual desires that men around ayumi had forced upon her. as if to build a fence around the fatal emptiness inside her, she had to create the sunny personality that she became. but if you peeled away the ornamental egos that she had built, there was only an abyss of nothingness and the intense thirst that came with it. though she tried to forget it, the nothingness would visit her periodically on a lonely rainy afternoon, or at dawn when she woke from a nightmare. what she needed at such times was to be held by someone, anyone.",1Q84,183,"emptiness, desert, isolation","melancholy, desolation, introspection","['emptiness', 'desert', 'isolation']","['melancholy', 'desolation', 'introspection']",183,981,0.61,0.4905,0,1,0,1Q84
"no, i dont think ive been defiled. but i havent been saved, either. theres nobody who can save me right now, mr. wind-up bird. the world looks totally empty to me. everything i see around me looks fake. the only thing thay isnt fake is that gooshy thing inside me.",The Wind-Up Bird Chronicle,50,"emptiness, authenticity, disillusionment","despair, existential, introspection","['emptiness', 'authenticity', 'disillusionment']","['despair', 'existential', 'introspection']",50,264,0.16666666666666666,0.132,1,0,0,The Wind-Up Bird Chronicle
"you know what i should do? hoshino asked excited. of course, the cat said. whatd i tell you? cats know everything. not like dogs.",Kafka on the Shore,24,"wisdom, knowledge, animals","humor, insight","['wisdom', 'knowledge', 'animals']","['humor', 'insight']",24,129,0.08,0.0645,1,0,0,Kafka on the Shore
she and i were bound together at the border between life and death. it was like that for us from the start,Norwegian Wood,22,"life and death, connection, bond","intensity, fate, intertwined","['life and death', 'connection', 'bond']","['intensity', 'fate', 'intertwined']",22,106,0.07333333333333333,0.053,1,0,0,Norwegian Wood
"those five fingers and that palm were like a display case crammed full of everything i wanted to know--and everything i had to know. by taking my hand, she showed me what these things were. that within the real world, a place like this existed. in the space of those ten seconds i became i tiny bird, fluttering in the air, the wind rushing by. from high in the sky i could see a scene far away. it was so far off i couldnt make it out clearly, yet something was there, and i knew that someday i would travel to that place.",1Q84,103,"reality, discovery, transformation","wonder, enlightenment, liberation","['reality', 'discovery', 'transformation']","['wonder', 'enlightenment', 'liberation']",103,523,0.3433333333333333,0.2615,0,1,0,1Q84
"creative people have to be fundamentally egoistic. this may sound pompous, but it happens to be the truth. people who live their lives watching what goes on around them, trying not to make waves, and looking for the easy compromise are not going to be able to do creative work, whatever their field. to build something where there was nothing requires deep individual concentration, and in most cases that kind of concentration occurs in a place unrelated to cooperation with others, a place we might even call d monisch.",Absolutely on Music: Conversations with Seiji Ozawa,88,"creativity, individuality, compromise","motivation, determination, self-expression","['creativity', 'individuality', 'compromise']","['motivation', 'determination', 'self-expression']",89,521,0.2966666666666667,0.2605,0,1,0,Absolutely on Music: Conversations with Seiji Ozawa
"i get out of bed, go over to the window, and look at the night sky. and think about time that can never be regained. i think of rivers, of tides. forests and water gushing out. rain and lightning. rocks and shadows. all of these are in me.",Kafka on the Shore,48,"time, nature, interconnectedness","contemplation, loss, introspection","['time', 'nature', 'interconnectedness']","['contemplation', 'loss', 'introspection']",48,239,0.16,0.1195,1,0,0,Kafka on the Shore
"i m all through as a human being, she said. all you re looking at is the lingering memory of what i used to be. the most important part of me, what used to be inside, died years ago, and i m just functioning by rote memory.",Norwegian Wood,44,"identity, loss, memory","despair, emptiness, resignation","['identity', 'loss', 'memory']","['despair', 'emptiness', 'resignation']",47,223,0.15666666666666668,0.1115,1,0,0,Norwegian Wood
"a poet might die at twenty-one, a revolutionary or a rock star at twenty four. but after that you assume everything s going to be all right. you ve made it past dead man s curve and you re out of the tunnel, cruising straight for your destination down a six lane highway whether you want it or not.","Blind Willow, Sleeping Woman",55,"mortality, journey, uncertainty","contemplation, inevitability, resilience","['mortality', 'journey', 'uncertainty']","['contemplation', 'inevitability', 'resilience']",59,298,0.19666666666666666,0.149,1,0,0,"Blind Willow, Sleeping Woman"
"all of us are laboring under the same conditions. its like were all flying in the same busted airplane. sure, some of us are luckier than others. some are tough and some are weak. some are rich and some are poor. but no ones superman - in that way, were all weak. if we own things, were terrified well lose them; if weve got nothing we worry itll be that way forever. were all the same. if you catch on to that early enough, you can try to make yourself stronger, even if only a little. its okay to fake it. right? there are no truly strong people. only people who pretend to be strong.",Hear the Wind Sing,115,"struggle, equality, human condition","empathy, solidarity, introspection","['struggle', 'equality', 'human condition']","['empathy', 'solidarity', 'introspection']",115,586,0.38333333333333336,0.293,0,1,0,Hear the Wind Sing
sometimes i feel as if im racing with my own shadow,After Dark,11,"identity, self-reflection, internal struggle","loneliness, introspection, existential angst","['identity', 'self-reflection', 'internal struggle']","['loneliness', 'introspection', 'existential angst']",11,51,0.03666666666666667,0.0255,1,0,0,After Dark
"heres what hurts the most, kafuku said. i didnt truly understand her--or at least some crucial part of her. and it may well end that way now that shes dead and gone. like a small, locked safe lying at the bottom of the ocean. it hurts a lot. tatsuki thought for a moment before speaking. but mr. kafuku, can any of us ever perfectly understand another person? however much we may love them?",,73,"locked safe, ocean depths","loss, regret","['locked safe', 'ocean depths']","['loss', 'regret']",73,390,0.24333333333333335,0.195,1,0,0,
"with the advent of winter, her eyes seemed to take on a greater transparency, a transparency that lead nowhere. occassionally, for no particular reason, naoko would gaze into my eyes as if searching for something. each time i was filled with odd sensations of lonliness and inadequecy.",Norwegian Wood,47,"transparency, search, loneliness","odd sensations, inadequacy","['transparency', 'search', 'loneliness']","['odd sensations', 'inadequacy']",47,285,0.15666666666666668,0.1425,1,0,0,Norwegian Wood
the most dangerous creature here would have to be me. so maybe im just scared of my own shadow.,Kafka on the Shore,19,"self-reflection, fear, internal struggle","vulnerability, introspection, self-awareness","['self-reflection', 'fear', 'internal struggle']","['vulnerability', 'introspection', 'self-awareness']",19,95,0.06333333333333334,0.0475,1,0,0,Kafka on the Shore
the world is full of incomprehensible words,After the Quake,7,"incomprehensible, world","confusion, existentialism","['incomprehensible', 'world']","['confusion', 'existentialism']",7,43,0.023333333333333334,0.0215,1,0,0,After the Quake
"its not just that im dumb. nakatas empty inside. i finally understand that. nakatas like a library without a single book. it wasnt always like that. i used to have books inside me. for a long time i couldnt remember, but now i can. i used to be normal, just like everybody else. but something happened and i ended up like a container with nothing inside.",,66,"emptiness, loss, identity","realization, nostalgia, transformation","['emptiness', 'loss', 'identity']","['realization', 'nostalgia', 'transformation']",66,354,0.22,0.177,1,0,0,
"there is no silence without a cry of grief, no forgiveness without bloodshed, no acceptance without a passage of acute loss.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,21,"grief, forgiveness, acceptance","loss, bloodshed, acute, passage","['grief', 'forgiveness', 'acceptance']","['loss', 'bloodshed', 'acute', 'passage']",21,124,0.07,0.062,1,0,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
i have these realistic dreams and snap wide awake in the middle of the night. and for a while i cant work out whats real and what isnt... that kind of feeling. do you have any idea what im saying?,Sputnik Sweetheart,40,"reality, confusion, dreams","uncertainty, introspection, connection","['reality', 'confusion', 'dreams']","['uncertainty', 'introspection', 'connection']",40,196,0.13333333333333333,0.098,1,0,0,Sputnik Sweetheart
"thats good. i was worried. of course, i do have a few things wrong with me, but those are strictly problems i keep inside. id hate to think they were obvious to anybody else. especially at the swimming pool in the summer.",After Dark,42,"secrets, self-concealment, vulnerability","insecurity, fear, self-consciousness","['secrets', 'self-concealment', 'vulnerability']","['insecurity', 'fear', 'self-consciousness']",42,221,0.14,0.1105,1,0,0,After Dark
"way back when the sam peckinpah film the wild bunch premiered, a woman journalist raised her hand at the press conference and asked the following why in the world do you have to show so much blood all over the place? she was pretty worked up about it. one of the actors, ernest borgnine, looked a bit perplexed and fielded the question. lady, did you ever see anyone shot by a gun without bleeding? this film came out at the height of the vietnam war. i love that line. that s gotta be one of the principles behind reality. accepting things that are hard to comprehend, and leaving them that way. and bleeding. shooting and bleeding.",Sputnik Sweetheart,115,"violence, shock, art","controversy, discomfort, provocation","['violence', 'shock', 'art']","['controversy', 'discomfort', 'provocation']",116,633,0.38666666666666666,0.3165,0,1,0,Sputnik Sweetheart
"my short stories are like soft shadows i have set out in the world, faint footprints i have left. i remember exactly where i set down each and every one of them, and how i felt when i did. short stories are like guideposts to my heart...",,47,"shadows, footprints, guideposts, heart","memory, nostalgia, emotional connection, introspection","['shadows', 'footprints', 'guideposts', 'heart']","['memory', 'nostalgia', 'emotional connection', 'introspection']",47,237,0.15666666666666668,0.1185,1,0,0,
"its all a question of imagination. our responsibility begins with the power to imagine. its just as yeats said in dreams begin responsibility. turn this on its head and you could say that where theres no power to imagine, no responsibility can arise. ... just like adolf eichmann caught up in the twisted dreams of a man named hitler. - oshima",Kafka on the Shore,61,"imagination, responsibility, power","reflection, motivation, awareness","['imagination', 'responsibility', 'power']","['reflection', 'motivation', 'awareness']",61,343,0.20333333333333334,0.1715,1,0,0,Kafka on the Shore
"we can, if we so choose, wander aimlessly over the continent of the arbitrary. rootless as some winged seed blown about on a serendipitous spring breeze. nonetheless, we can in the same breath deny that there is any such thing as coincidence. whats done is done, whats yet to be is clearly yet to be. in other words, sandwiched as we are between the everything that is behind us and the zero beyond us, ours is an ephemeral existence in which there is neither coincidence nor possibility.",A Wild Sheep Chase,87,"wander, rootless, serendipitous, denial","reflection, uncertainty, fate, acceptance","['wander', 'rootless', 'serendipitous', 'denial']","['reflection', 'uncertainty', 'fate', 'acceptance']",87,488,0.29,0.244,0,1,0,A Wild Sheep Chase
"my biggest fault is that the faults i was born with grow bigger each year. its like i was raising chickens inside me. the chickens lay eggs and the eggs hatch into other chickens, which then lay eggs. is this any way to live a life? what with all these faults ive got going, i have to wonder. sure, i get by. but in the end, thats not the question, is it?",A Wild Sheep Chase,73,"self-improvement, personal growth, introspection","introspective, contemplative, self-awareness, questioning","['self-improvement', 'personal growth', 'introspection']","['introspective', 'contemplative', 'self-awareness', 'questioning']",72,355,0.24,0.1775,1,0,0,A Wild Sheep Chase
we returned to the hotel and had intercourse. i like that word intercourse . it poses only a limited range of possibilities.,A Wild Sheep Chase,22,"intimacy, limitations, language","curiosity, contemplation, provocation","['intimacy', 'limitations', 'language']","['curiosity', 'contemplation', 'provocation']",22,124,0.07333333333333333,0.062,1,0,0,A Wild Sheep Chase
"no matter how vivid a memory, the power of time was stronger. i knew this instinctively.",Killing Commendatore,16,"memory, time, power","instinctive, realization","['memory', 'time', 'power']","['instinctive', 'realization']",16,88,0.05333333333333334,0.044,1,0,0,Killing Commendatore
"a certain kind of shittiness, a certain kind of stagnation, a certain kind of darkness, goes on propagating itself by its own power in its own self-contained cycle. and once it passes a certain point, no one can stop it-even if the person himself wants to stop it.",The Wind-Up Bird Chronicle,48,"stagnation, darkness, cycle","power, inevitability, helplessness","['stagnation', 'darkness', 'cycle']","['power', 'inevitability', 'helplessness']",48,264,0.16,0.132,1,0,0,The Wind-Up Bird Chronicle
"what would tomorrow bring? i wondered. both hands on the wheel, i closed my eyes. i didn t feel like i was in my own body; my body was just a lonely, temporary container i happened to be borrowing. what would become of me tomorrow i did not know.","South of the Border, West of the Sun",48,"detachment, uncertainty, transience","introspection, existential, anxiety","['detachment', 'uncertainty', 'transience']","['introspection', 'existential', 'anxiety']",49,246,0.16333333333333333,0.123,1,0,0,"South of the Border, West of the Sun"
"i basically have nothing to offer to others. if you think about it, i don t even have anything to offer myself.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,21,"self-worth, emptiness","despair, introspection","['self-worth', 'emptiness']","['despair', 'introspection']",22,111,0.07333333333333333,0.0555,1,0,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"walking to the subway, aomame kept thinking about the strangeness of the world. if, as the dowager had said, we were nothing but gene carriers, why do so many of us have to lead such strangely shaped lives? wouldn t our genetic purpose - to transmit dna - be served just as well if we lived simple lives, not bothering our heads with a lot of extraneous thoughts, devoted entirely to preserving life and procreating? did it benefit the genes in any way for us to lead such intricately warped, even bizarre, lives? how could it possibly profit the genes to have such people existing in this world? did the genes merely enjoy such deformed episodes as colorful entertainment, or were these episodes utilized by them for some greater purpose?",1Q84 Book 1,130,"genetic purpose, strangely shaped lives","contemplation, existential questioning","['genetic purpose', 'strangely shaped lives']","['contemplation', 'existential questioning']",130,739,0.43333333333333335,0.3695,0,1,0,1Q84 Book 1
"theres that kind of money in the world. it aggravates you to have it, makes you miserable to spend it, and you hate yourself when its gone. and when you hate yourself, you feel like spending money. except theres no money left. and no hope.",A Wild Sheep Chase,45,"money, self-destructive behavior","despair, self-loathing","['money', 'self-destructive behavior']","['despair', 'self-loathing']",45,239,0.15,0.1195,1,0,0,A Wild Sheep Chase
ill bet they think they can leave you alone because youve really got it together. but maybe sometimes you dont really have it together.,After Dark,24,"isolation, facade","vulnerability, reassurance","['isolation', 'facade']","['vulnerability', 'reassurance']",24,135,0.08,0.0675,1,0,0,After Dark
"if something came out of the deal, it couldn t make things any worse for us than they already were, i thought. but i couldn t have been more wrong. hell has no true bottom.",The Wind-Up Bird Chronicle,33,"despair, hopelessness, consequences","shock, realization, despair, warning","['despair', 'hopelessness', 'consequences']","['shock', 'realization', 'despair', 'warning']",35,172,0.11666666666666667,0.086,1,0,0,The Wind-Up Bird Chronicle
"alls well that ends well. assuming theres an end somewhere, aomame said. tamaru formed some short creases near his mouth that were faintly reminiscent of a smile. there has to be an end somewhere. its just that nothings labeled this is the end. is the top rung of a ladder labeled this is the last rung. please dont step higher than this? aomame shook her head. its the same thing, tamaru said. aomame said, if you use common sense and keep your eyes open, it becomes clear enough where the end is. tamaru nodded. and even if it doesnt -- he made a falling gesture with his finger -- the end is right there.",1Q84,114,"uncertainty, existence, journey","contemplation, ambiguity, introspection","['uncertainty', 'existence', 'journey']","['contemplation', 'ambiguity', 'introspection']",114,607,0.38,0.3035,0,1,0,1Q84
"there wasnt any anger involved i think . i mean, what was i supposed to be angry with? what i was feeling was a fundamental numbness. the numbness your heart automatically activates to lessen the awful pain when you want somebody desperately and they reject you. a kind of emotional morphine.",Killing Commendatore,50,"rejection, emotional pain, numbness","numbness, longing, rejection, emotional relief","['rejection', 'emotional pain', 'numbness']","['numbness', 'longing', 'rejection', 'emotional relief']",51,292,0.17,0.146,1,0,0,Killing Commendatore
toru what happens when people open their hearts? reiko they get better.,Norwegian Wood,12,"heart, healing, connection","hope, growth, comfort","['heart', 'healing', 'connection']","['hope', 'growth', 'comfort']",12,71,0.04,0.0355,1,0,0,Norwegian Wood
theres a special feeling you get on a veranda that you just cant get anywhere else.,The Wind-Up Bird Chronicle,16,"connection, solitude, introspection","nostalgia, tranquility, longing","['connection', 'solitude', 'introspection']","['nostalgia', 'tranquility', 'longing']",16,83,0.05333333333333334,0.0415,1,0,0,The Wind-Up Bird Chronicle
"i was desperately clinging to a scrap of wood that had been swept away. in pitch-black darkness, not a single star, or the moon, visible in the sky. as long as i clung to that piece of wood i wouldn t drown, but i had no clue where i was, where i was heading.",Killing Commendatore,53,"darkness, uncertainty, survival","desperation, disorientation, hopelessness","['darkness', 'uncertainty', 'survival']","['desperation', 'disorientation', 'hopelessness']",54,259,0.18,0.1295,1,0,0,Killing Commendatore
but there are times in this world when it s not enough just not to do the wrong thing,Men Without Women: Stories,18,"morality, responsibility","guilt, duty, introspection","['morality', 'responsibility']","['guilt', 'duty', 'introspection']",19,85,0.06333333333333334,0.0425,1,0,0,Men Without Women: Stories
"noboru wataya is a person who belongs to a world that is the exact opposite of yours... in a world where you are losing everything, mr.okada, noboru wataya is gaining everything. in a world where you are rejected, he is accepted. and the opposite is just as true. which is why he hates you so intensely.",The Wind-Up Bird Chronicle,56,"duality, contrast, rejection","jealousy, rivalry, intensity","['duality', 'contrast', 'rejection']","['jealousy', 'rivalry', 'intensity']",56,303,0.18666666666666668,0.1515,1,0,0,The Wind-Up Bird Chronicle
"maybe the world was like a revolving door, it occurred to him as his consciousness was fading away. and which section you ended up in was just a matter of where your foot happened to fall...and there was no logical continuity from one section to another. and it was because of this lack of logical continuity that choices really didnt mean very much.",,63,"uncertainty, existence, randomness","confusion, disorientation, contemplation","['uncertainty', 'existence', 'randomness']","['confusion', 'disorientation', 'contemplation']",63,350,0.21,0.175,1,0,0,
"were human, after all, and everybodys got something a little off somewhere.",The Elephant Vanishes,12,"humanity, imperfection","empathy, acceptance","['humanity', 'imperfection']","['empathy', 'acceptance']",12,75,0.04,0.0375,1,0,0,The Elephant Vanishes
"living turned me into nothing. weird... people are born in order to live, right? but the longer ive lived, the more ive lost whats inside me",Kafka on the Shore,26,"identity, loss, existence","melancholy, introspection, existentialism","['identity', 'loss', 'existence']","['melancholy', 'introspection', 'existentialism']",26,140,0.08666666666666667,0.07,1,0,0,Kafka on the Shore
dreams are the kind of things you can borrow and lend out.,Yesterday,12,"dreams, borrowing, lending","fluidity, connection, imagination","['dreams', 'borrowing', 'lending']","['fluidity', 'connection', 'imagination']",12,58,0.04,0.029,1,0,0,Yesterday
its all a question of imagination. our responsibility begins with the power to imagine.,Kafka on the Shore,14,"imagination, responsibility","empowerment, introspection","['imagination', 'responsibility']","['empowerment', 'introspection']",14,87,0.04666666666666667,0.0435,1,0,0,Kafka on the Shore
"when microorganisms die, they make oil; when huge timbers fall, they make coal. but everything here was pure, unadulterated rubbish that didnt make anything. where does a busted videodeck get you?",Hard-Boiled Wonderland and the End of the World,32,"waste, futility, materialism","disillusionment, emptiness, questioning","['waste', 'futility', 'materialism']","['disillusionment', 'emptiness', 'questioning']",31,196,0.10333333333333333,0.098,1,0,0,Hard-Boiled Wonderland and the End of the World
"let the world move along as it pleased. if it had any business with him, it would be sure to tell him.",1Q84,22,"detachment, fate, acceptance","resignation, trust, reassurance","['detachment', 'fate', 'acceptance']","['resignation', 'trust', 'reassurance']",22,102,0.07333333333333333,0.051,1,0,0,1Q84
"i was alive in the past, and i m alive now, sitting here talking to you. but what you see here isn t really me. this is just a shadow of who i was. you are really living. but i m not. even these words i m saying right now sound empty, like an echo.",Sputnik Sweetheart,51,"identity, existence, emptiness","detachment, disillusionment, introspection","['identity', 'existence', 'emptiness']","['detachment', 'disillusionment', 'introspection']",55,248,0.18333333333333332,0.124,1,0,0,Sputnik Sweetheart
"when debussy was seeming to get nowhere with an opera he was composing, he put it this way i spent my days pursuing the nothingness - le rien - it creates. my job is to create that void, that rien . hunting knife","Blind Willow, Sleeping Woman",43,"creativity, pursuit, emptiness","inspiration, determination, introspection","['creativity', 'pursuit', 'emptiness']","['inspiration', 'determination', 'introspection']",43,212,0.14333333333333334,0.106,1,0,0,"Blind Willow, Sleeping Woman"
every time you see a flood like that on the news you tell yourself that s it. that s my heart.,Kafka on the Shore,19,"flood, heart, news","realization, emotional impact","['flood', 'heart', 'news']","['realization', 'emotional impact']",21,94,0.07,0.047,1,0,0,Kafka on the Shore
no matter how far you run. distance might not solve anything.,Kafka on the Shore,11,"distance, running, solution","realization, contemplation","['distance', 'running', 'solution']","['realization', 'contemplation']",11,61,0.03666666666666667,0.0305,1,0,0,Kafka on the Shore
irrepressible curiosity vied with an instinctive fear.,Sputnik Sweetheart,7,"curiosity, fear, instinctive","conflict, tension, uncertainty, exploration","['curiosity', 'fear', 'instinctive']","['conflict', 'tension', 'uncertainty', 'exploration']",7,54,0.023333333333333334,0.027,1,0,0,Sputnik Sweetheart
love and used subarus were two different things. werent they?,Dance Dance Dance,11,"Love, materialism, comparison","Reflection, questioning, contrast","['love', 'materialism', 'comparison']","['reflection', 'questioning', 'contrast']",10,61,0.03333333333333333,0.0305,1,0,0,Dance Dance Dance
"you shouldn t fear boundaries, but you also should not be afraid of destroying them.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,14,"boundaries, fear, destruction","empowerment, courage, liberation","['boundaries', 'fear', 'destruction']","['empowerment', 'courage', 'liberation']",15,84,0.05,0.042,1,0,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"dry ground welcoming the rain, he let the solitude, silence, and loneliness soak in.",Men Without Women,14,"solitude, silence, loneliness","introspection, melancholy","['solitude', 'silence', 'loneliness']","['introspection', 'melancholy']",14,84,0.04666666666666667,0.042,1,0,0,Men Without Women
"where there is light, there must be shadow, and where there is shadow there must be light. there is no shadow without light and no light without shadow.",1Q84 Book 1,28,"duality, balance, existence","reflection, equilibrium, enlightenment","['duality', 'balance', 'existence']","['reflection', 'equilibrium', 'enlightenment']",28,152,0.09333333333333334,0.076,1,0,0,1Q84 Book 1
most of the troubles in life come on all of a sudden.,What I Talk About When I Talk About Running,12,"sudden, troubles","realization, contemplation","['sudden', 'troubles']","['realization', 'contemplation']",12,53,0.04,0.0265,1,0,0,What I Talk About When I Talk About Running
my father always told me give somebody a hand and hell take an arm.,"Blind Willow, Sleeping Woman",14,"Trust, Deception, Generosity","Betrayal, Caution, Disillusionment","['trust', 'deception', 'generosity']","['betrayal', 'caution', 'disillusionment']",14,67,0.04666666666666667,0.0335,1,0,0,"Blind Willow, Sleeping Woman"
become like a sheet of blotting paper and soak it all in. later on you can figure out what to keep and what to unload.,Kafka on the Shore,25,"self-discovery, absorption, decision-making","reflection, guidance, empowerment","['self-discovery', 'absorption', 'decision-making']","['reflection', 'guidance', 'empowerment']",25,118,0.08333333333333333,0.059,1,0,0,Kafka on the Shore
the silence is so deep it hurts our ears,After Dark,9,"silence, depth, pain","intensity, discomfort, awareness","['silence', 'depth', 'pain']","['intensity', 'discomfort', 'awareness']",9,40,0.03,0.02,1,0,0,After Dark
"tsukuru remembered those days in college when all he d thought about was dying. already sixteen years ago. back then he was convinced that if he merely focused on what was going on inside of him, his heart would finally stop of its own accord. that if he intensely concentrated his feelings on one fixed point, like a lens focused on paper, bursting it into flames, his heart would suffer a fatal blow. more than anything he hoped for this. but months passed, and contrary to his expectation, his heart didn t stop. the heart apparently doesn t stop that easily.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,98,"loneliness, introspection, emotional turmoil","melancholy, reflection, hope, growth","['loneliness', 'introspection', 'emotional turmoil']","['melancholy', 'reflection', 'hope', 'growth']",101,562,0.33666666666666667,0.281,0,1,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"in every interview i m asked what s the most important quality a novelist has to have. it s pretty obvious talent. now matter how much enthusiasm and effort you put into writing, if you totally lack literary talent you can forget about being a novelist. this is more of a prerequisite than a necessary quality. if you don t have any fuel, even the best car won t run.the problem with talent, though, is that in most cases the person involved can t control its amount or quality. you might find the amount isn t enough and you want to increase it, or you might try to be frugal and make it last longer, but in neither case do things work out that easily. talent has a mind of its own and wells up when it wants to, and once it dries up, that s it. of course, certain poets and rock singers whose genius went out in a blaze of glory",What I Talk About When I Talk About Running,155,"talent, writing, novelist","aspiration, dedication, self-awareness","['talent', 'writing', 'novelist']","['aspiration', 'dedication', 'self-awareness']",163,830,0.5433333333333333,0.415,0,1,0,What I Talk About When I Talk About Running
"slowly like a movie fade out, the real world evaporates. im alone, inside the world of the story. my favorite feeling in the world.",Kafka on the Shore,24,"escapism, immersion, storytelling","solitude, comfort, escapism","['escapism', 'immersion', 'storytelling']","['solitude', 'comfort', 'escapism']",24,131,0.08,0.0655,1,0,0,Kafka on the Shore
"there are some things in this world that can be done over, and some that can t. and time passing is one thing that can t be redone. come this far, and you can t go back.","South of the Border, West of the Sun",34,"time, irreversible, choices","regret, acceptance, realization","['time', 'irreversible', 'choices']","['regret', 'acceptance', 'realization']",37,169,0.12333333333333334,0.0845,1,0,0,"South of the Border, West of the Sun"
